goodsid,id,goodsname,groupmanagetypename
363828,64,一次性使用医用口罩,器械
452125,64,一次性使用医用口罩,器械
443240,64,一次性使用医用口罩,器械
368865,64,一次性使用医用口罩,器械
378174,64,一次性使用医用口罩,器械
388452,64,一次性使用医用口罩,器械
398118,64,一次性使用医用口罩,器械
365900,64,一次性使用医用口罩,器械
432190,64,一次性使用医用口罩,器械
365901,64,一次性使用医用口罩,器械
397107,64,一次性使用医用口罩,器械
365902,64,一次性使用医用口罩,器械
469660,64,一次性使用医用口罩,器械
377421,64,一次性使用医用口罩,器械
368918,64,一次性使用医用口罩,器械
367356,64,一次性使用医用口罩,器械
458755,64,一次性使用医用口罩,器械
367671,64,一次性使用医用口罩,器械
367240,64,一次性使用医用口罩,器械
389570,64,一次性使用医用口罩,器械
393931,64,一次性使用医用口罩,器械
452122,64,一次性使用医用口罩,器械
371483,64,一次性使用医用口罩,器械
371484,64,一次性使用医用口罩,器械
397578,64,一次性使用医用口罩,器械
371584,64,一次性使用医用口罩,器械
377729,64,一次性使用医用口罩,器械
352176,64,一次性使用医用口罩,器械
371671,64,一次性使用医用口罩,器械
447140,64,一次性使用医用口罩,器械
327626,64,一次性使用医用口罩,器械
352762,64,一次性使用医用口罩,器械
352763,64,一次性使用医用口罩,器械
370480,64,一次性使用医用口罩,器械
438808,64,一次性使用医用口罩,器械
434677,64,一次性使用医用口罩,器械
372201,64,一次性使用医用口罩,器械
395427,64,一次性使用医用口罩,器械
432885,64,一次性使用医用口罩,器械
317294,64,一次性使用医用口罩,器械
375926,64,一次性使用医用口罩,器械
372757,64,一次性使用医用口罩,器械
395366,64,一次性使用医用口罩,器械
231424,64,一次性使用医用口罩,器械
86159,64,一次性使用医用口罩,器械
336163,64,一次性使用医用口罩,器械
431171,64,一次性使用医用口罩,器械
115748,64,一次性使用医用口罩,器械
370245,64,一次性使用医用口罩,器械
369707,64,一次性使用医用口罩,器械
366380,64,一次性使用医用口罩,器械
222329,65,一次性使用医用口罩(灭菌型),器械
372148,66,一次性使用医用口罩(非无菌型),器械
372880,67,一次性使用医用外科口罩,器械
378233,67,一次性使用医用外科口罩,器械
368465,67,一次性使用医用外科口罩,器械
442614,67,一次性使用医用外科口罩,器械
367211,67,一次性使用医用外科口罩,器械
443239,67,一次性使用医用外科口罩,器械
370246,67,一次性使用医用外科口罩,器械
473318,67,一次性使用医用外科口罩,器械
400962,67,一次性使用医用外科口罩,器械
395365,67,一次性使用医用外科口罩,器械
473319,67,一次性使用医用外科口罩,器械
28447,70,一次性使用口罩,器械
31682,70,一次性使用口罩,器械
28401,70,一次性使用口罩,器械
373006,70,一次性使用口罩,器械
38376,70,一次性使用口罩,器械
446287,93,一次性使用面罩,器械
446288,93,一次性使用面罩,器械
331721,96,一次性医用口罩,器械
372149,96,一次性医用口罩,器械
331718,96,一次性医用口罩,器械
331719,96,一次性医用口罩,器械
331722,96,一次性医用口罩,器械
331724,96,一次性医用口罩,器械
177658,99,一次性口罩(无纺布),器械
177659,99,一次性口罩(无纺布),器械
177657,100,一次性口罩(无纺布儿童印花),器械
177656,101,一次性口罩(无纺布成人印花),器械
368466,685,医用外科口罩(非无菌型),器械
28397,579,创口贴,器械
413383,579,创口贴,器械
435517,579,创口贴,器械
376936,579,创口贴,器械
331730,579,创口贴,器械
72565,168,专用防护口罩,器械
431173,684,医用外科口罩,器械
434728,684,医用外科口罩,器械
434683,684,医用外科口罩,器械
376328,684,医用外科口罩,器械
458749,684,医用外科口罩,器械
471022,684,医用外科口罩,器械
434678,684,医用外科口罩,器械
434679,684,医用外科口罩,器械
434680,684,医用外科口罩,器械
434681,684,医用外科口罩,器械
448399,684,医用外科口罩,器械
373294,684,医用外科口罩,器械
458748,684,医用外科口罩,器械
431172,684,医用外科口罩,器械
385461,684,医用外科口罩,器械
397883,684,医用外科口罩,器械
465139,684,医用外科口罩,器械
457916,684,医用外科口罩,器械
385419,684,医用外科口罩,器械
434685,684,医用外科口罩,器械
465138,684,医用外科口罩,器械
352684,684,医用外科口罩,器械
457150,684,医用外科口罩,器械
397582,684,医用外科口罩,器械
457149,684,医用外科口罩,器械
434730,684,医用外科口罩,器械
397585,684,医用外科口罩,器械
397586,684,医用外科口罩,器械
391764,684,医用外科口罩,器械
397109,684,医用外科口罩,器械
446290,684,医用外科口罩,器械
372867,684,医用外科口罩,器械
449163,684,医用外科口罩,器械
365054,684,医用外科口罩,器械
452801,684,医用外科口罩,器械
364763,684,医用外科口罩,器械
473834,684,医用外科口罩,器械
471722,684,医用外科口罩,器械
397580,684,医用外科口罩,器械
457148,684,医用外科口罩,器械
352683,684,医用外科口罩,器械
395435,684,医用外科口罩,器械
434734,684,医用外科口罩,器械
432211,684,医用外科口罩,器械
448620,684,医用外科口罩,器械
387511,684,医用外科口罩,器械
400639,684,医用外科口罩,器械
458751,684,医用外科口罩,器械
467937,684,医用外科口罩,器械
397431,684,医用外科口罩,器械
432208,684,医用外科口罩,器械
395433,684,医用外科口罩,器械
395434,684,医用外科口罩,器械
395364,684,医用外科口罩,器械
434733,684,医用外科口罩,器械
388354,689,医用护理口罩,器械
385460,689,医用护理口罩,器械
74449,689,医用护理口罩,器械
366222,689,医用护理口罩,器械
367427,689,医用护理口罩,器械
385463,689,医用护理口罩,器械
385462,689,医用护理口罩,器械
388353,689,医用护理口罩,器械
367679,689,医用护理口罩,器械
217908,689,医用护理口罩,器械
97889,689,医用护理口罩,器械
217931,689,医用护理口罩,器械
217971,689,医用护理口罩,器械
219568,689,医用护理口罩,器械
217948,689,医用护理口罩,器械
217969,689,医用护理口罩,器械
217838,689,医用护理口罩,器械
101900,689,医用护理口罩,器械
219534,689,医用护理口罩,器械
38398,689,医用护理口罩,器械
391021,695,医用普通口罩,器械
391020,695,医用普通口罩,器械
391023,695,医用普通口罩,器械
391022,695,医用普通口罩,器械
368072,736,医用防护口罩,器械
472739,736,医用防护口罩,器械
465569,736,医用防护口罩,器械
470698,736,医用防护口罩,器械
442923,736,医用防护口罩,器械
470818,736,医用防护口罩,器械
400958,736,医用防护口罩,器械
473128,736,医用防护口罩,器械
446289,736,医用防护口罩,器械
387020,736,医用防护口罩,器械
470410,736,医用防护口罩,器械
397795,736,医用防护口罩,器械
470460,736,医用防护口罩,器械
473124,736,医用防护口罩,器械
471024,736,医用防护口罩,器械
478357,736,医用防护口罩,器械
425088,736,医用防护口罩,器械
447813,736,医用防护口罩,器械
425165,736,医用防护口罩,器械
72505,736,医用防护口罩,器械
328914,736,医用防护口罩,器械
72506,2154,普通医用口罩,器械
72444,2154,普通医用口罩,器械
11887,2155,普通医用口罩(灭菌),器械
48676,2156,普通医用口罩(非灭菌),器械
98211,5077,防护口罩,器械
98247,5077,防护口罩,器械
98213,5077,防护口罩,器械
98246,5077,防护口罩,器械
178310,580,创口贴,器械
380771,580,创口贴,器械
38494,4533,表皮创口护理包,器械
38493,4533,表皮创口护理包,器械
177667,83,一次性使用棉签,器械
177666,83,一次性使用棉签,器械
177665,83,一次性使用棉签,器械
127828,698,医用棉签,器械
444826,698,医用棉签,器械
467887,698,医用棉签,器械
31676,698,医用棉签,器械
293081,698,医用棉签,器械
283276,698,医用棉签,器械
397209,698,医用棉签,器械
356952,698,医用棉签,器械
157547,698,医用棉签,器械
365311,698,医用棉签,器械
435437,698,医用棉签,器械
283234,698,医用棉签,器械
485708,698,医用棉签,器械
438026,698,医用棉签,器械
412681,698,医用棉签,器械
385816,698,医用棉签,器械
356953,698,医用棉签,器械
424590,698,医用棉签,器械
157529,698,医用棉签,器械
43872,698,医用棉签,器械
376689,698,医用棉签,器械
382479,698,医用棉签,器械
458243,698,医用棉签,器械
38370,698,医用棉签,器械
38369,698,医用棉签,器械
38368,698,医用棉签,器械
376690,698,医用棉签,器械
38418,698,医用棉签,器械
127827,698,医用棉签,器械
469412,698,医用棉签,器械
485612,698,医用棉签,器械
218030,698,医用棉签,器械
388352,698,医用棉签,器械
38416,698,医用棉签,器械
38417,698,医用棉签,器械
254782,698,医用棉签,器械
356212,703,医用碘伏棉棒,器械
356211,703,医用碘伏棉棒,器械
450739,703,医用碘伏棉棒,器械
392068,705,医用碘伏棉签,器械
361391,706,医用碘伏棉签（自流式）,器械
365314,727,医用酒精棉签,器械
416651,2126,无菌棉签,器械
138307,2143,易折清洁消毒棒,器械
138250,2143,易折清洁消毒棒,器械
336914,2354,棉签,器械
415441,2354,棉签,器械
459381,2354,棉签,器械
319155,2354,棉签,器械
436690,2354,棉签,器械
404394,2354,棉签,器械
331739,2354,棉签,器械
331740,2354,棉签,器械
301025,2354,棉签,器械
121327,2354,棉签,器械
419066,2354,棉签,器械
284771,2354,棉签,器械
38386,2354,棉签,器械
331741,2354,棉签,器械
416958,2354,棉签,器械
435434,2354,棉签,器械
114007,2354,棉签,器械
435435,2354,棉签,器械
356164,2354,棉签,器械
38378,2354,棉签,器械
417506,2354,棉签,器械
286853,2354,棉签,器械
38385,2354,棉签,器械
284772,2354,棉签,器械
331738,2354,棉签,器械
284770,2354,棉签,器械
336915,2354,棉签,器械
331743,2354,棉签,器械
331742,2354,棉签,器械
284769,2354,棉签,器械
404393,2354,棉签,器械
320643,2354,棉签,器械
300051,2354,棉签,器械
300052,2354,棉签,器械
408561,2354,棉签,器械
336537,2355,棉签(消毒级),器械
481336,674,医用压敏胶带,器械
469576,674,医用压敏胶带,器械
6371,711,医用纸质胶带,器械
375195,714,医用胶带,器械
204648,714,医用胶带,器械
375196,714,医用胶带,器械
269170,714,医用胶带,器械
375199,714,医用胶带,器械
382534,714,医用胶带,器械
381469,714,医用胶带,器械
157112,714,医用胶带,器械
193527,714,医用胶带,器械
38381,714,医用胶带,器械
157111,714,医用胶带,器械
454542,724,医用透气胶带,器械
474290,724,医用透气胶带,器械
465795,724,医用透气胶带,器械
229716,824,压敏胶带,器械
435309,824,压敏胶带,器械
435308,824,压敏胶带,器械
318792,824,压敏胶带,器械
319272,824,压敏胶带,器械
284768,824,压敏胶带,器械
284747,824,压敏胶带,器械
83657,3775,绑扎胶布,器械
376696,4743,透气胶带,器械
98677,4743,透气胶带,器械
217848,4743,透气胶带,器械
104673,4743,透气胶带,器械
356165,4743,透气胶带,器械
169387,4744,透气胶贴,器械
465899,581,创口贴,器械
204938,581,创口贴,器械
204939,581,创口贴,器械
38342,581,创口贴,器械
203597,581,创口贴,器械
454977,581,创口贴,器械
283781,581,创口贴,器械
336911,581,创口贴,器械
380769,581,创口贴,器械
331732,581,创口贴,器械
331735,581,创口贴,器械
402025,581,创口贴,器械
76511,581,创口贴,器械
38388,2096,接触性创面敷贴,器械
117931,2096,接触性创面敷贴,器械
38392,2096,接触性创面敷贴,器械
38391,2096,接触性创面敷贴,器械
123468,2096,接触性创面敷贴,器械
104659,2096,接触性创面敷贴,器械
450298,76,一次性使用无菌敷贴,器械
450299,76,一次性使用无菌敷贴,器械
476905,84,一次性使用水胶体敷贴,器械
476926,84,一次性使用水胶体敷贴,器械
13389,105,一次性自粘敷贴,器械
211148,105,一次性自粘敷贴,器械
211149,105,一次性自粘敷贴,器械
211152,105,一次性自粘敷贴,器械
269234,105,一次性自粘敷贴,器械
11792,105,一次性自粘敷贴,器械
12730,105,一次性自粘敷贴,器械
269233,105,一次性自粘敷贴,器械
376483,584,创面敷贴,器械
376484,584,创面敷贴,器械
356331,667,医用冷敷护理凝胶,器械
356332,667,医用冷敷护理凝胶,器械
356333,667,医用冷敷护理凝胶,器械
385593,667,医用冷敷护理凝胶,器械
387507,667,医用冷敷护理凝胶,器械
356335,667,医用冷敷护理凝胶,器械
356336,667,医用冷敷护理凝胶,器械
385592,667,医用冷敷护理凝胶,器械
286537,667,医用冷敷护理凝胶,器械
356334,667,医用冷敷护理凝胶,器械
356337,667,医用冷敷护理凝胶,器械
392661,667,医用冷敷护理凝胶,器械
286579,682,医用复合敷料,器械
376699,694,医用无菌敷贴,器械
380510,694,医用无菌敷贴,器械
380511,694,医用无菌敷贴,器械
380509,694,医用无菌敷贴,器械
380508,694,医用无菌敷贴,器械
376700,694,医用无菌敷贴,器械
486389,721,医用透明质酸敷料,器械
486388,721,医用透明质酸敷料,器械
454518,722,医用透明质酸皮肤修护贴,器械
481044,733,医用重组Ⅲ型人源化胶原蛋白敷贴,器械
376497,1020,喷剂敷料,器械
376494,1020,喷剂敷料,器械
376498,1020,喷剂敷料,器械
374927,1020,喷剂敷料,器械
383805,1020,喷剂敷料,器械
374992,1020,喷剂敷料,器械
410788,1020,喷剂敷料,器械
414493,1020,喷剂敷料,器械
380160,1020,喷剂敷料,器械
374993,1020,喷剂敷料,器械
486387,2102,敷料喷雾剂,器械
231440,2124,无菌敷料,器械
231425,2124,无菌敷料,器械
231436,2124,无菌敷料,器械
231438,2124,无菌敷料,器械
484778,2124,无菌敷料,器械
394995,2125,无菌敷贴,器械
288168,2125,无菌敷贴,器械
100217,2125,无菌敷贴,器械
429108,2125,无菌敷贴,器械
83885,2125,无菌敷贴,器械
100249,2125,无菌敷贴,器械
440359,2125,无菌敷贴,器械
174698,2125,无菌敷贴,器械
465037,2125,无菌敷贴,器械
411447,2513,水胶体敷料,器械
421896,2513,水胶体敷料,器械
12570,2514,水胶体敷料-3533透明贴,器械
403711,2567,泡沫敷料,器械
407264,2567,泡沫敷料,器械
12539,2568,泡沫敷料-3420,器械
267214,2729,液体伤口敷料,器械
359646,2731,液体敷料,器械
420721,2731,液体敷料,器械
380159,2731,液体敷料,器械
420734,2731,液体敷料,器械
435514,2731,液体敷料,器械
390780,2731,液体敷料,器械
390722,2731,液体敷料,器械
355968,2731,液体敷料,器械
376496,2731,液体敷料,器械
410789,2731,液体敷料,器械
361049,2731,液体敷料,器械
416526,2731,液体敷料,器械
390866,2731,液体敷料,器械
385587,2731,液体敷料,器械
390865,2731,液体敷料,器械
385588,2731,液体敷料,器械
286325,2731,液体敷料,器械
390820,2731,液体敷料,器械
385589,2731,液体敷料,器械
375988,2731,液体敷料,器械
152453,3169,男科护理敷料,器械
486252,3274,皮肤喷剂,器械
447612,3501,硅凝胶泡沫敷料,器械
447611,3501,硅凝胶泡沫敷料,器械
412400,3983,聚乙二醇医用敷料,器械
412399,3983,聚乙二醇医用敷料,器械
437505,3984,聚乙二醇液体敷料,器械
465565,3986,聚乙二醇甘油液体敷料,器械
6808,4095,胶原贴敷料,器械
348298,4130,自粘性软聚硅酮有边型泡沫敷料,器械
427636,4131,自粘性软聚硅酮泡沫敷料Mepilex Lite,器械
431501,4132,自粘性透明敷料,器械
450466,4134,臭氧液体敷料,器械
460009,4736,透明敷料,器械
268903,4736,透明敷料,器械
268904,4736,透明敷料,器械
460008,4736,透明敷料,器械
210630,4738,透明质酸修护生物膜,器械
482273,4740,透明质酸修贴护敷料,器械
368959,4740,透明质酸修贴护敷料,器械
210629,4740,透明质酸修贴护敷料,器械
486390,4741,透明质酸钠凝胶敷料,器械
421852,582,创口贴,器械
208612,582,创口贴,器械
445314,582,创口贴,器械
38343,582,创口贴,器械
445315,582,创口贴,器械
288127,582,创口贴,器械
388355,582,创口贴,器械
420700,582,创口贴,器械
398475,582,创口贴,器械
112207,582,创口贴,器械
283780,582,创口贴,器械
283782,582,创口贴,器械
283783,582,创口贴,器械
283786,582,创口贴,器械
283785,582,创口贴,器械
323289,582,创口贴,器械
376935,582,创口贴,器械
465454,582,创口贴,器械
331733,582,创口贴,器械
331731,582,创口贴,器械
212969,1950,急救包,器械
347549,582,创口贴,器械
47749,582,创口贴,器械
448995,582,创口贴,器械
193269,582,创口贴,器械
435418,697,医用棉球,器械
376691,697,医用棉球,器械
319124,697,医用棉球,器械
382575,697,医用棉球,器械
436171,697,医用棉球,器械
233360,2685,消毒棉球,器械
233361,2685,消毒棉球,器械
336954,4111,脱脂棉球,器械
38414,4111,脱脂棉球,器械
346196,4111,脱脂棉球,器械
331729,4111,脱脂棉球,器械
38415,4111,脱脂棉球,器械
331728,4111,脱脂棉球,器械
98676,344,优肌绊无纺胶带,器械
465794,699,医用橡皮膏,器械
454543,699,医用橡皮膏,器械
31675,699,医用橡皮膏,器械
376698,2379,橡皮膏,器械
331769,2379,橡皮膏,器械
122267,2379,橡皮膏,器械
376697,2379,橡皮膏,器械
438814,346,伤口护理软膏,器械
438811,346,伤口护理软膏,器械
334348,346,伤口护理软膏,器械
438813,346,伤口护理软膏,器械
438812,346,伤口护理软膏,器械
334345,346,伤口护理软膏,器械
408280,346,伤口护理软膏,器械
438806,346,伤口护理软膏,器械
438807,346,伤口护理软膏,器械
355970,346,伤口护理软膏,器械
355971,346,伤口护理软膏,器械
376500,346,伤口护理软膏,器械
359648,346,伤口护理软膏,器械
334355,1021,喷剂敷料,器械
334354,1021,喷剂敷料,器械
334349,1021,喷剂敷料,器械
420121,1021,喷剂敷料,器械
408281,1021,喷剂敷料,器械
414494,1021,喷剂敷料,器械
334344,1022,喷剂敷料+伤口护理软膏,器械
41824,2056,抗鼻过敏凝胶,器械
400957,2056,抗鼻过敏凝胶,器械
41853,2056,抗鼻过敏凝胶,器械
178367,2684,消毒擦片(球),器械
178347,2684,消毒擦片(球),器械
334347,2732,液体敷料,器械
38384,4806,酒精消毒片,器械
38377,4806,酒精消毒片,器械
38383,4806,酒精消毒片,器械
127347,4806,酒精消毒片,器械
443988,4806,酒精消毒片,器械
447141,4806,酒精消毒片,器械
331715,4806,酒精消毒片,器械
115749,4806,酒精消毒片,器械
157067,4806,酒精消毒片,器械
434476,5068,长效抗菌材料,器械
443760,704,医用碘伏棉球,器械
254562,704,医用碘伏棉球,器械
180311,704,医用碘伏棉球,器械
437794,704,医用碘伏棉球,器械
331727,704,医用碘伏棉球,器械
38420,704,医用碘伏棉球,器械
435421,704,医用碘伏棉球,器械
320630,704,医用碘伏棉球,器械
452121,704,医用碘伏棉球,器械
416644,707,医用碘伏消毒棉球、片、棒,器械
416645,707,医用碘伏消毒棉球、片、棒,器械
224837,3554,碘伏擦片,器械
322436,3555,碘伏棉,器械
393216,3556,碘伏棉球,器械
365312,3556,碘伏棉球,器械
331716,3560,碘伏消毒片,器械
112690,3560,碘伏消毒片,器械
26346,716,医用脱脂纱布,器械
377855,716,医用脱脂纱布,器械
399987,716,医用脱脂纱布,器械
402293,716,医用脱脂纱布,器械
412455,716,医用脱脂纱布,器械
376694,716,医用脱脂纱布,器械
5484,1305,外科纱布敷料(纱布卷),器械
177653,709,医用纱布,器械
177655,709,医用纱布,器械
231063,709,医用纱布,器械
177654,709,医用纱布,器械
284773,709,医用纱布,器械
460011,709,医用纱布,器械
422114,709,医用纱布,器械
231441,709,医用纱布,器械
460010,709,医用纱布,器械
231442,709,医用纱布,器械
331713,709,医用纱布,器械
381470,709,医用纱布,器械
331714,709,医用纱布,器械
450806,709,医用纱布,器械
284774,709,医用纱布,器械
465710,709,医用纱布,器械
465711,709,医用纱布,器械
276319,709,医用纱布,器械
208429,709,医用纱布,器械
11545,709,医用纱布,器械
363060,709,医用纱布,器械
363055,709,医用纱布,器械
98713,709,医用纱布,器械
38365,709,医用纱布,器械
222348,709,医用纱布,器械
457161,709,医用纱布,器械
363064,709,医用纱布,器械
123448,709,医用纱布,器械
217894,709,医用纱布,器械
450741,717,医用脱脂纱布,器械
422116,717,医用脱脂纱布,器械
389982,717,医用脱脂纱布,器械
319734,717,医用脱脂纱布,器械
389980,717,医用脱脂纱布,器械
319161,717,医用脱脂纱布,器械
436168,717,医用脱脂纱布,器械
436169,717,医用脱脂纱布,器械
431576,717,医用脱脂纱布,器械
436170,717,医用脱脂纱布,器械
431577,717,医用脱脂纱布,器械
431578,717,医用脱脂纱布,器械
431575,717,医用脱脂纱布,器械
104687,1304,外科纱布敷料,器械
38390,1304,外科纱布敷料,器械
38402,1304,外科纱布敷料,器械
38389,1304,外科纱布敷料,器械
477383,4112,脱脂纱布,器械
214092,162,三角绷带,器械
319733,410,健卫康纱布绷带,器械
412453,710,医用纱布绷带,器械
412454,710,医用纱布绷带,器械
31679,712,医用绷带,器械
38379,712,医用绷带,器械
283787,712,医用绷带,器械
31680,712,医用绷带,器械
38380,713,医用绷带-医用胶带,器械
288133,823,压力绷带,器械
326709,823,压力绷带,器械
282802,823,压力绷带,器械
282803,823,压力绷带,器械
288129,823,压力绷带,器械
288130,823,压力绷带,器械
288131,823,压力绷带,器械
288134,823,压力绷带,器械
326707,823,压力绷带,器械
288132,823,压力绷带,器械
326727,823,压力绷带,器械
349968,1908,弹力绷带,器械
351406,1908,弹力绷带,器械
350994,1908,弹力绷带,器械
434840,1908,弹力绷带,器械
177662,1909,弹性绷带,器械
382579,1909,弹性绷带,器械
217845,1909,弹性绷带,器械
217846,1909,弹性绷带,器械
331758,1909,弹性绷带,器械
331759,1909,弹性绷带,器械
340158,1909,弹性绷带,器械
380753,1909,弹性绷带,器械
332951,1909,弹性绷带,器械
331760,1909,弹性绷带,器械
431573,1909,弹性绷带,器械
214169,1909,弹性绷带,器械
322409,1909,弹性绷带,器械
331762,1909,弹性绷带,器械
331761,1909,弹性绷带,器械
372097,1951,急救绷带,器械
331763,3756,纱布绷带,器械
331764,3756,纱布绷带,器械
234132,3756,纱布绷带,器械
320642,3756,纱布绷带,器械
380754,3756,纱布绷带,器械
435310,3756,纱布绷带,器械
376695,3756,纱布绷带,器械
408956,3756,纱布绷带,器械
435311,3756,纱布绷带,器械
122748,3756,纱布绷带,器械
182967,3756,纱布绷带,器械
284745,3756,纱布绷带,器械
284746,3756,纱布绷带,器械
270216,3756,纱布绷带,器械
22803,715,医用脱脂棉,器械
385817,715,医用脱脂棉,器械
31646,715,医用脱脂棉,器械
236861,715,医用脱脂棉,器械
38289,715,医用脱脂棉,器械
38387,715,医用脱脂棉,器械
236872,715,医用脱脂棉,器械
31647,715,医用脱脂棉,器械
431574,715,医用脱脂棉,器械
11369,715,医用脱脂棉,器械
412452,715,医用脱脂棉,器械
177663,719,医用药棉,器械
177664,719,医用药棉,器械
392069,728,医用酒精棉签,器械
416647,729,医用酒精消毒棉片,器械
416646,729,医用酒精消毒棉片,器械
416648,730,医用酒精消毒棉球,器械
416649,730,医用酒精消毒棉球,器械
436172,726,医用酒精棉球,器械
435420,726,医用酒精棉球,器械
331726,726,医用酒精棉球,器械
365313,726,医用酒精棉球,器械
393217,726,医用酒精棉球,器械
320631,726,医用酒精棉球,器械
172548,3561,碘伏消毒片,器械
38413,3561,碘伏消毒片,器械
306184,3561,碘伏消毒片,器械
224838,4798,酒精擦片,器械
222879,4799,酒精棉(球),器械
157149,4799,酒精棉(球),器械
392071,4801,酒精棉片,器械
376693,4801,酒精棉片,器械
392070,4801,酒精棉片,器械
376692,4801,酒精棉片,器械
180408,4802,酒精棉球,器械
38421,4802,酒精棉球,器械
38419,4802,酒精棉球,器械
86278,4802,酒精棉球,器械
38412,4804,酒精消毒棉片,器械
456325,4804,酒精消毒棉片,器械
233161,4804,酒精消毒棉片,器械
465900,583,创口贴,器械
204992,583,创口贴,器械
296176,583,创口贴,器械
459380,583,创口贴,器械
98733,583,创口贴,器械
283439,583,创口贴,器械
98691,583,创口贴,器械
98692,583,创口贴,器械
98678,583,创口贴,器械
98690,583,创口贴,器械
98679,583,创口贴,器械
98715,583,创口贴,器械
454976,583,创口贴,器械
98716,583,创口贴,器械
383827,583,创口贴,器械
380767,583,创口贴,器械
331736,583,创口贴,器械
376485,583,创口贴,器械
100233,583,创口贴,器械
100195,583,创口贴,器械
100161,583,创口贴,器械
38337,583,创口贴,器械
100194,583,创口贴,器械
492776,583,创口贴,器械
491659,583,创口贴,器械
491660,583,创口贴,器械
492775,583,创口贴,器械
214739,583,创口贴,器械
4594,583,创口贴,器械
4592,583,创口贴,器械
390636,583,创口贴,器械
193307,583,创口贴,器械
5929,583,创口贴,器械
3183,961,听诊器,器械
3192,961,听诊器,器械
3190,4488,血压计-听诊器保健盒,器械
335582,357,体温计(医用),器械
374281,357,体温计(医用),器械
287505,962,听诊器,器械
92244,962,听诊器,器械
10069,962,听诊器,器械
326724,1742,尿酸试条(尿酸氧化酶法),器械
465882,3047,玻璃体温计,器械
422823,3048,玻璃体温计,器械
476815,3048,玻璃体温计,器械
97768,3048,玻璃体温计,器械
74339,3048,玻璃体温计,器械
10214,3048,玻璃体温计,器械
366401,3048,玻璃体温计,器械
490515,3048,玻璃体温计,器械
477355,3048,玻璃体温计,器械
465881,3048,玻璃体温计,器械
366400,3048,玻璃体温计,器械
364870,3048,玻璃体温计,器械
27499,3048,玻璃体温计,器械
291539,3048,玻璃体温计,器械
10364,3162,电子血压计,器械
3193,4487,血压计,器械
3187,4487,血压计,器械
92349,4487,血压计,器械
10929,3161,电子体温计,器械
10590,3161,电子体温计,器械
480357,3161,电子体温计,器械
40855,3161,电子体温计,器械
80915,3161,电子体温计,器械
321835,3161,电子体温计,器械
397868,3161,电子体温计,器械
55120,3161,电子体温计,器械
368976,3161,电子体温计,器械
453061,3161,电子体温计,器械
409097,3161,电子体温计,器械
34131,3161,电子体温计,器械
86215,3161,电子体温计,器械
11145,3161,电子体温计,器械
10082,3161,电子体温计,器械
488037,3161,电子体温计,器械
474370,3161,电子体温计,器械
70959,3161,电子体温计,器械
346377,4509,血糖血尿酸测试仪,器械
112927,3721,红外体温计,器械
364704,3722,红外线体温计,器械
365947,3722,红外线体温计,器械
72479,3722,红外线体温计,器械
397922,3722,红外线体温计,器械
86216,3722,红外线体温计,器械
10115,3722,红外线体温计,器械
52842,3976,耳温计,器械
3843,3163,电子血压计,器械
64637,3163,电子血压计,器械
64636,3163,电子血压计,器械
10423,3163,电子血压计,器械
10408,3163,电子血压计,器械
64670,3163,电子血压计,器械
376702,3163,电子血压计,器械
48906,3163,电子血压计,器械
441440,3163,电子血压计,器械
348499,3163,电子血压计,器械
434485,3163,电子血压计,器械
446716,3163,电子血压计,器械
231170,3163,电子血压计,器械
447493,3163,电子血压计,器械
323276,3163,电子血压计,器械
341874,3163,电子血压计,器械
385562,3163,电子血压计,器械
113710,3163,电子血压计,器械
38341,3163,电子血压计,器械
64589,3163,电子血压计,器械
385563,3163,电子血压计,器械
86258,3163,电子血压计,器械
38399,3163,电子血压计,器械
3844,3164,电子血压计,器械
10325,3164,电子血压计,器械
79238,3164,电子血压计,器械
10332,3164,电子血压计,器械
83653,3164,电子血压计,器械
419349,3164,电子血压计,器械
285189,3164,电子血压计,器械
285190,3164,电子血压计,器械
391945,3164,电子血压计,器械
391941,3164,电子血压计,器械
38601,3164,电子血压计,器械
38589,3164,电子血压计,器械
10384,3164,电子血压计,器械
394516,3164,电子血压计,器械
456590,3164,电子血压计,器械
22483,3164,电子血压计,器械
477382,3164,电子血压计,器械
410089,3164,电子血压计,器械
151899,3164,电子血压计,器械
323275,3164,电子血压计,器械
262151,3164,电子血压计,器械
420693,3164,电子血压计,器械
101657,4128,臂式全自动电子血压计,器械
10348,4129,臂式电子血压计,器械
10346,4129,臂式电子血压计,器械
10437,4129,臂式电子血压计,器械
392241,4129,臂式电子血压计,器械
404683,4129,臂式电子血压计,器械
10000,4129,臂式电子血压计,器械
408615,4129,臂式电子血压计,器械
70844,4129,臂式电子血压计,器械
396039,4129,臂式电子血压计,器械
324141,4129,臂式电子血压计,器械
380363,4129,臂式电子血压计,器械
67692,4129,臂式电子血压计,器械
283764,3723,红外额温计,器械
392530,3723,红外额温计,器械
10277,3723,红外额温计,器械
101460,3723,红外额温计,器械
348912,3723,红外额温计,器械
112967,3723,红外额温计,器械
364379,3723,红外额温计,器械
364299,3723,红外额温计,器械
112947,3723,红外额温计,器械
364750,3723,红外额温计,器械
473805,3723,红外额温计,器械
53225,5246,非接触式电子体温计,器械
52814,5246,非接触式电子体温计,器械
471630,5247,非接触式红外体温仪,器械
353637,5247,非接触式红外体温仪,器械
365118,5247,非接触式红外体温仪,器械
330137,5247,非接触式红外体温仪,器械
