日期,星期,最高温度,最低温度,天气,风向
2018/5/30, 星期三 ,34℃,25℃,阴,南风 2级
2018/5/31, 星期四 ,33℃,24℃,雨,西南风 2级
2018/6/1, 星期五 ,28℃,23℃,雨,东风 3级
2018/6/2, 星期六 ,31℃,21℃,阴,东风 2级
2018/6/3, 星期日 ,31℃,23℃,阴,东风 2级
2018/6/4, 星期一 ,32℃,24℃,多云,东南风 2级
2018/6/5, 星期二 ,31℃,25℃,雨,东南风 2级
2018/6/6, 星期三 ,30℃,25℃,阴,东南风 2级
2018/6/7, 星期四 ,33℃,25℃,小雨到中雨,东风 2级
2018/6/8, 星期五 ,34℃,26℃,阴转小雨,东北风 2级
2018/6/9, 星期六 ,33℃,25℃,多云,东风 2级
2018/6/10, 星期日 ,29℃,25℃,小雨,东风 2级
2018/6/11, 星期一 ,32℃,24℃,小雨,东风 2级
2018/6/12, 星期二 ,31℃,24℃,多云,东风 2级
2018/6/13, 星期三 ,31℃,24℃,阴,东北风 3级
2018/6/14, 星期四 ,31℃,23℃,多云,东北风 3级
2018/6/15, 星期五 ,32℃,25℃,阴,东北风 2级
2018/6/16, 星期六 ,34℃,26℃,多云,东北风 3级
2018/6/17, 星期日 ,29℃,25℃,小雨,东北风 3级
2018/6/18, 星期一 ,27℃,24℃,小雨到中雨,东北风 2级
2018/6/19, 星期二 ,31℃,25℃,小雨到中雨,西南风 3级
2018/6/20, 星期三 ,33℃,26℃,中雨到大雨,西南风 3级
2018/6/21, 星期四 ,32℃,25℃,雨,南风 2级
2018/6/22, 星期五 ,31℃,25℃,小雨到中雨,南风 2级
2018/6/23, 星期六 ,28℃,25℃,小雨到中雨,南风 2级
2018/6/24, 星期日 ,30℃,25℃,阴,南风 2级
2018/6/25, 星期一 ,32℃,25℃,多云,南风 2级
2018/6/26, 星期二 ,33℃,25℃,晴,南风 2级
2018/6/27, 星期三 ,34℃,25℃,多云,西南风 2级
2018/6/28, 星期四 ,34℃,26℃,多云,南风 2级
2018/6/29, 星期五 ,35℃,26℃,小雨到中雨,南风 2级
2018/6/30, 星期六 ,33℃,26℃,中雨到大雨,东南风 2级
2018/7/1, 星期日 ,32℃,26℃,小雨到中雨,南风 2级
2018/7/2, 星期一 ,33℃,26℃,雨,西南风 2级
2018/7/3, 星期二 ,34℃,26℃,小雨,西南风 3级
2018/7/4, 星期三 ,35℃,26℃,小雨,西南风 3级
2018/7/5, 星期四 ,34℃,27℃,小雨到中雨,西南风 3级
2018/7/6, 星期五 ,33℃,28℃,中雨,西南风 2级
2018/7/7, 星期六 ,29℃,26℃,小雨,南风 3级
2018/7/8, 星期日 ,32℃,26℃,多云转小雨,南风 2级
2018/7/9, 星期一 ,35℃,25℃,多云转小雨,东南风 2级
2018/7/10, 星期二 ,36℃,26℃,多云,东北风 2级
2018/7/11, 星期三 ,32℃,27℃,雨,西南风 3级
2018/7/12, 星期四 ,31℃,26℃,小雨,东南风 2级
2018/7/13, 星期五 ,32℃,26℃,小雨到中雨,东南风 2级
2018/7/14, 星期六 ,35℃,26℃,小雨,东北风 2级
2018/7/15, 星期日 ,33℃,26℃,阴,东北风 2级
2018/7/16, 星期一 ,35℃,26℃,晴,东北风 3级
2018/7/17, 星期二 ,35℃,27℃,多云,东北风 3级
2018/7/18, 星期三 ,35℃,28℃,小雨,东北风 3级
2018/7/19, 星期四 ,34℃,27℃,晴,东北风 3级
2018/7/20, 星期五 ,35℃,27℃,多云,东风 2级
2018/7/21, 星期六 ,36℃,27℃,晴,东南风 2级
2018/7/22, 星期日 ,35℃,26℃,中雨,南风 2级
2018/7/23, 星期一 ,35℃,26℃,小雨到中雨,南风 2级
2018/7/24, 星期二 ,34℃,27℃,多云,南风 2级
2018/7/25, 星期三 ,34℃,27℃,多云,南风 2级
2018/7/26, 星期四 ,35℃,27℃,阴,南风 2级
2018/7/27, 星期五 ,35℃,27℃,晴,南风 2级
2018/7/28, 星期六 ,35℃,28℃,雨,南风 2级
2018/7/29, 星期日 ,34℃,27℃,多云,南风 2级
2018/7/30, 星期一 ,37℃,27℃,多云,南风 2级
2018/7/31, 星期二 ,36℃,27℃,多云转小雨,南风 2级
2018/8/1, 星期三 ,35℃,27℃,雨,南风 2级
2018/8/2, 星期四 ,33℃,26℃,雨,南风 2级
2018/8/3, 星期五 ,33℃,26℃,多云,西南风 2级
2018/8/4, 星期六 ,34℃,27℃,小雨,南风 2级
2018/8/5, 星期日 ,35℃,26℃,雨,南风 2级
2018/8/6, 星期一 ,35℃,26℃,多云,东南风 2级
2018/8/7, 星期二 ,35℃,26℃,小雨,东风 2级
2018/8/8, 星期三 ,35℃,27℃,多云,东风 2级
2018/8/9, 星期四 ,34℃,26℃,晴,东风 2级
2018/8/10, 星期五 ,35℃,26℃,晴,东南风 2级
2018/8/11, 星期六 ,36℃,26℃,多云,东南风 2级
2018/8/12, 星期日 ,37℃,26℃,多云,东南风 2级
2018/8/13, 星期一 ,36℃,27℃,多云转小雨,东南风 2级
2018/8/14, 星期二 ,32℃,26℃,雨,东风 3级
2018/8/15, 星期三 ,30℃,26℃,雨,南风 2级
2018/8/16, 星期四 ,33℃,26℃,雨,南风 2级
2018/8/17, 星期五 ,33℃,26℃,小雨,西南风 2级
2018/8/18, 星期六 ,33℃,27℃,小雨,南风 2级
2018/8/19, 星期日 ,31℃,26℃,多云,东南风 2级
2018/8/20, 星期一 ,33℃,26℃,晴,东南风 2级
2018/8/21, 星期二 ,34℃,26℃,多云,东风 2级
2018/8/22, 星期三 ,34℃,25℃,雨,东风 2级
2018/8/23, 星期四 ,34℃,26℃,雨,西南风 2级
2018/8/24, 星期五 ,31℃,27℃,中雨到大雨,西南风 2级
2018/8/25, 星期六 ,32℃,25℃,小雨到中雨,西风 1级
2018/8/26, 星期日 ,29℃,25℃,小雨到中雨,东风 2级
2018/8/27, 星期一 ,30℃,25℃,阴,东南风 2级
2018/8/28, 星期二 ,29℃,25℃,多云,东风 2级
2018/8/29, 星期三 ,28℃,23℃,阴,南风 2级
2018/8/30, 星期四 ,28℃,24℃,多云,南风 2级
2018/8/31, 星期五 ,29℃,24℃,阴,南风 2级
2018/9/1, 星期六 ,32℃,25℃,多云,西南风 2级
2018/9/2, 星期日 ,33℃,25℃,晴,西南风 2级
2018/9/3, 星期一 ,34℃,25℃,多云,西南风 2级
2018/9/4, 星期二 ,35℃,26℃,多云,西南风 2级
2018/9/5, 星期三 ,33℃,27℃,阴,东南风 2级
2018/9/6, 星期四 ,34℃,26℃,阴,东南风 2级
2018/9/7, 星期五 ,33℃,25℃,小雨到中雨,南风 2级
2018/9/8, 星期六 ,28℃,23℃,小雨到中雨,东北风 2级
2018/9/9, 星期日 ,28℃,23℃,多云,北风 2级
2018/9/10, 星期一 ,32℃,23℃,多云,东北风 3级
2018/9/11, 星期二 ,33℃,24℃,多云,东北风 2级
2018/9/12, 星期三 ,31℃,25℃,晴,东风 2级
2018/9/13, 星期四 ,34℃,25℃,多云,东北风 2级
2018/9/14, 星期五 ,35℃,25℃,阴,东北风 3级
2018/9/15, 星期六 ,35℃,26℃,阴,东北风 4级
2018/9/16, 星期日 ,33℃,27℃,多云,东风 3级
2018/9/17, 星期一 ,32℃,26℃,晴,西南风 2级
2018/9/18, 星期二 ,34℃,26℃,多云,南风 2级
2018/9/19, 星期三 ,33℃,26℃,多云,东风 2级
2018/9/20, 星期四 ,34℃,25℃,晴,南风 2级
2018/9/21, 星期五 ,34℃,25℃,多云,南风 2级
2018/9/22, 星期六 ,33℃,26℃,多云,东南风 2级
2018/9/23, 星期日 ,32℃,24℃,多云,东风 2级
2018/9/24, 星期一 ,30℃,25℃,晴,东北风 3级
2018/9/25, 星期二 ,31℃,21℃,晴,东北风 3级
2018/9/26, 星期三 ,32℃,24℃,晴,东北风 3级
2018/9/27, 星期四 ,31℃,21℃,晴,东北风 3级
2018/9/28, 星期五 ,32℃,22℃,晴,东北风 2级
2018/9/29, 星期六 ,34℃,22℃,晴,北风 2级
2018/9/30, 星期日 ,32℃,22℃,晴,东风 2级
2018/10/1, 星期一 ,31℃,22℃,晴,东北风 3级
2018/10/2, 星期二 ,31℃,21℃,晴,东北风 3级
2018/10/3, 星期三 ,30℃,20℃,晴,东北风 3级
2018/10/4, 星期四 ,31℃,21℃,晴,东北风 2级
2018/10/5, 星期五 ,32℃,20℃,晴,西北风 2级
2018/10/6, 星期六 ,32℃,21℃,多云,东北风 2级
2018/10/7, 星期日 ,31℃,21℃,多云,东北风 2级
2018/10/8, 星期一 ,31℃,20℃,晴,东北风 2级
2018/10/9, 星期二 ,30℃,22℃,多云,东风 2级
2018/10/10, 星期三 ,29℃,21℃,阴,东北风 2级
2018/10/11, 星期四 ,25℃,20℃,晴,东北风 3级
2018/10/12, 星期五 ,26℃,20℃,晴,东北风 3级
2018/10/13, 星期六 ,26℃,19℃,阴,东北风 3级
2018/10/14, 星期日 ,27℃,21℃,多云,东北风 2级
2018/10/15, 星期一 ,26℃,21℃,多云,东北风 2级
2018/10/16, 星期二 ,26℃,21℃,多云,东风 2级
2018/10/17, 星期三 ,25℃,20℃,多云,东北风 3级
2018/10/18, 星期四 ,26℃,20℃,阴,东北风 3级
2018/10/19, 星期五 ,25℃,20℃,多云,东北风 3级
2018/10/20, 星期六 ,26℃,19℃,晴,东北风 3级
2018/10/21, 星期日 ,27℃,19℃,多云,东北风 2级
2018/10/22, 星期一 ,25℃,20℃,多云,东南风 1级
2018/10/23, 星期二 ,27℃,22℃,多云,东风 2级
2018/10/24, 星期三 ,25℃,20℃,晴,东风 3级
2018/10/25, 星期四 ,26℃,20℃,晴,东风 2级
2018/10/26, 星期五 ,29℃,21℃,阴,东南风 1级
2018/10/27, 星期六 ,26℃,19℃,晴,东北风 3级
2018/10/28, 星期日 ,25℃,16℃,晴,东北风 2级
2018/10/29, 星期一 ,28℃,15℃,晴,东北风 2级
2018/10/30, 星期二 ,27℃,17℃,阴,东北风 3级
2018/10/31, 星期三 ,27℃,19℃,阴,东北风 3级
2018/11/1, 星期四 ,21℃,16℃,中雨到大雨,东北风 5级
2018/11/2, 星期五 ,20℃,16℃,多云,北风 3级
2018/11/3, 星期六 ,25℃,19℃,多云,东北风 2级
2018/11/4, 星期日 ,26℃,20℃,晴,东北风 2级
2018/11/5, 星期一 ,27℃,20℃,晴,东北风 2级
2018/11/6, 星期二 ,27℃,20℃,晴,东北风 2级
2018/11/7, 星期三 ,27℃,20℃,晴,东北风 2级
2018/11/8, 星期四 ,28℃,22℃,晴,西南风 2级
2018/11/9, 星期五 ,26℃,20℃,多云,东北风 2级
2018/11/10, 星期六 ,25℃,19℃,晴,东北风 2级
2018/11/11, 星期日 ,28℃,19℃,多云,东风 1级
2018/11/12, 星期一 ,24℃,20℃,多云,东风 2级
2018/11/13, 星期二 ,24℃,19℃,晴,东北风 3级
2018/11/14, 星期三 ,25℃,17℃,晴,东北风 2级
2018/11/15, 星期四 ,26℃,18℃,多云,东北风 2级
2018/11/16, 星期五 ,25℃,19℃,阴,东北风 2级
2018/11/17, 星期六 ,24℃,20℃,多云,东北风 3级
2018/11/18, 星期日 ,26℃,19℃,多云,东风 1级
2018/11/19, 星期一 ,24℃,19℃,晴,东北风 2级
2018/11/20, 星期二 ,23℃,18℃,多云,东北风 2级
2018/11/21, 星期三 ,25℃,18℃,小雨,西北风 1级
2018/11/22, 星期四 ,23℃,17℃,晴,东北风 3级
2018/11/23, 星期五 ,24℃,15℃,晴,东北风 3级
2018/11/24, 星期六 ,24℃,16℃,阴,东北风 2级
2018/11/25, 星期日 ,23℃,17℃,中雨,东北风 2级
2018/11/26, 星期一 ,21℃,14℃,晴,北风 1级
2018/11/27, 星期二 ,22℃,17℃,多云,东北风 3级
2018/11/28, 星期三 ,21℃,17℃,多云,东北风 2级
2018/11/29, 星期四 ,24℃,16℃,晴,东北风 2级
2018/11/30, 星期五 ,24℃,15℃,晴,东北风 3级
2018/12/1, 星期六 ,25℃,15℃,晴,东北风 2级
2018/12/2, 星期日 ,25℃,18℃,晴,东风 2级
2018/12/3, 星期一 ,27℃,18℃,晴,西南风 1级
2018/12/4, 星期二 ,28℃,19℃,阴,西北风 2级
2018/12/5, 星期三 ,25℃,19℃,阴,东北风 3级
2018/12/6, 星期四 ,25℃,19℃,阴,东风 2级
2018/12/7, 星期五 ,21℃,15℃,阴,东北风 3级
2018/12/8, 星期六 ,20℃,14℃,多云,东北风 3级
2018/12/9, 星期日 ,19℃,15℃,阴转小雨,东北风 3级
2018/12/10, 星期一 ,24℃,15℃,多云,北风 2级
2018/12/11, 星期二 ,24℃,15℃,多云,北风 2级
2018/12/12, 星期三 ,17℃,12℃,多云,东北风 3级
2018/12/13, 星期四 ,19℃,12℃,阴,北风 2级
2018/12/14, 星期五 ,20℃,14℃,晴,东北风 3级
2018/12/15, 星期六 ,21℃,14℃,晴,东北风 3级
2018/12/16, 星期日 ,24℃,15℃,小雨,北风 1级
2018/12/17, 星期一 ,22℃,11℃,晴,东北风 2级
2018/12/18, 星期二 ,22℃,10℃,晴,东北风 2级
2018/12/19, 星期三 ,23℃,11℃,晴,东北风 1级
2018/12/20, 星期四 ,26℃,14℃,多云,西南风 2级
2018/12/21, 星期五 ,24℃,18℃,多云,东风 2级
2018/12/22, 星期六 ,25℃,16℃,多云,东北风 2级
2018/12/23, 星期日 ,23℃,15℃,小雨,东北风 3级
2018/12/24, 星期一 ,16℃,13℃,多云,东北风 4级
2018/12/25, 星期二 ,20℃,15℃,多云,东北风 2级
2018/12/26, 星期三 ,25℃,17℃,多云,东北风 2级
2018/12/27, 星期四 ,20℃,13℃,阴,东北风 3级
2018/12/28, 星期五 ,16℃,11℃,晴,东北风 4级
2018/12/29, 星期六 ,13℃,10℃,阴,东北风 4级
2018/12/30, 星期日 ,17℃,10℃,多云,东北风 3级
2018/12/31, 星期一 ,18℃,11℃,晴,东北风 3级
2019/1/1, 星期二 ,20℃,13℃,多云,东北风 3级
2019/1/2, 星期三 ,17℃,13℃,阴,东北风 3级
2019/1/3, 星期四 ,16℃,13℃,阴,东北风 3级
2019/1/4, 星期五 ,22℃,14℃,阴,东北风 2级
2019/1/5, 星期六 ,19℃,15℃,多云,东风 2级
2019/1/6, 星期日 ,18℃,15℃,多云,东北风 3级
2019/1/7, 星期一 ,21℃,15℃,晴,东北风 2级
2019/1/8, 星期二 ,20℃,16℃,多云,东北风 3级
2019/1/9, 星期三 ,19℃,13℃,多云,东北风 4级
2019/1/10, 星期四 ,23℃,15℃,多云,东风 2级
2019/1/11, 星期五 ,22℃,16℃,晴,东风 2级
2019/1/12, 星期六 ,23℃,16℃,多云,东风 2级
2019/1/13, 星期日 ,20℃,14℃,多云,东风 2级
2019/1/14, 星期一 ,21℃,13℃,晴,东北风 3级
2019/1/15, 星期二 ,20℃,16℃,多云,东北风 2级
2019/1/16, 星期三 ,16℃,13℃,多云,东北风 3级
2019/1/17, 星期四 ,19℃,12℃,晴,东北风 2级
2019/1/18, 星期五 ,20℃,10℃,晴,东北风 3级
2019/1/19, 星期六 ,21℃,10℃,多云,东北风 2级
2019/1/20, 星期日 ,21℃,14℃,阴,东北风 2级
2019/1/21, 星期一 ,17℃,13℃,晴,东北风 3级
2019/1/22, 星期二 ,18℃,9℃,晴,东北风 3级
2019/1/23, 星期三 ,18℃,9℃,晴,东北风 3级
2019/1/24, 星期四 ,20℃,8℃,晴,东北风 2级
2019/1/25, 星期五 ,22℃,10℃,晴,东北风 2级
2019/1/26, 星期六 ,18℃,10℃,晴,东北风 3级
2019/1/27, 星期日 ,18℃,9℃,晴,东北风 3级
2019/1/28, 星期一 ,22℃,10℃,晴,东风 2级
2019/1/29, 星期二 ,22℃,12℃,晴,东北风 2级
2019/1/30, 星期三 ,23℃,13℃,多云,东风 2级
2019/1/31, 星期四 ,25℃,15℃,多云,西北风 2级
2019/2/1, 星期五 ,18℃,12℃,晴,东北风 3级
2019/2/2, 星期六 ,20℃,12℃,多云,东北风 1级
2019/2/3, 星期日 ,25℃,16℃,阴,西南风 1级
2019/2/4, 星期一 ,20℃,15℃,晴,东北风 2级
2019/2/5, 星期二 ,22℃,14℃,多云,东风 2级
2019/2/6, 星期三 ,24℃,14℃,晴,南风 1级
2019/2/7, 星期四 ,26℃,15℃,阴,南风 2级
2019/2/8, 星期五 ,19℃,13℃,阴,东风 3级
2019/2/9, 星期六 ,17℃,12℃,多云,东北风 2级
2019/2/10, 星期日 ,19℃,12℃,晴,东北风 2级
2019/2/11, 星期一 ,20℃,13℃,晴,东北风 2级
2019/2/12, 星期二 ,21℃,12℃,晴,东北风 2级
2019/2/13, 星期三 ,22℃,14℃,多云,东风 2级
2019/2/14, 星期四 ,22℃,14℃,阴,东风 2级
2019/2/15, 星期五 ,24℃,15℃,多云,东南风 2级
2019/2/16, 星期六 ,19℃,13℃,多云,东风 2级
2019/2/17, 星期日 ,16℃,12℃,阴,东北风 3级
2019/2/18, 星期一 ,19℃,13℃,阴,东北风 2级
2019/2/19, 星期二 ,21℃,16℃,多云,东南风 1级
2019/2/20, 星期三 ,21℃,17℃,阴,东风 2级
2019/2/21, 星期四 ,20℃,14℃,多云,东风 2级
2019/2/22, 星期五 ,22℃,14℃,多云,东风 2级
2019/2/23, 星期六 ,16℃,11℃,小雨到中雨,东北风 3级
2019/2/24, 星期日 ,14℃,11℃,晴,东北风 2级
2019/2/25, 星期一 ,20℃,13℃,晴,东风 2级
2019/2/26, 星期二 ,20℃,13℃,多云,东风 2级
2019/2/27, 星期三 ,21℃,13℃,多云,东南风 1级
2019/2/28, 星期四 ,21℃,14℃,多云,东风 2级
2019/3/1, 星期五 ,19℃,15℃,多云,东风 2级
2019/3/2, 星期六 ,19℃,16℃,小雨,东南风 2级
2019/3/3, 星期日 ,20℃,17℃,多云,东南风 1级
2019/3/4, 星期一 ,21℃,13℃,阴,东风 2级
2019/3/5, 星期二 ,17℃,13℃,阴,东北风 2级
2019/3/6, 星期三 ,21℃,14℃,多云,东北风 2级
2019/3/7, 星期四 ,16℃,10℃,中雨,东北风 3级
2019/3/8, 星期五 ,15℃,10℃,中雨到大雨,东北风 3级
2019/3/9, 星期六 ,17℃,13℃,小雨到大雨,北风 1级
2019/3/10, 星期日 ,20℃,13℃,小雨到中雨,北风 1级
2019/3/11, 星期一 ,23℃,14℃,晴,东风 2级
2019/3/12, 星期二 ,24℃,13℃,晴,东北风 2级
2019/3/13, 星期三 ,25℃,13℃,晴,东北风 2级
2019/3/14, 星期四 ,23℃,12℃,小雨到中雨,东风 2级
2019/3/15, 星期五 ,22℃,13℃,晴,东北风 2级
2019/3/16, 星期六 ,22℃,13℃,多云,东北风 3级
2019/3/17, 星期日 ,23℃,15℃,多云,东风 2级
2019/3/18, 星期一 ,25℃,15℃,多云,南风 1级
2019/3/19, 星期二 ,25℃,17℃,多云,东风 2级
2019/3/20, 星期三 ,27℃,17℃,多云,南风 2级
2019/3/21, 星期四 ,28℃,20℃,晴,南风 2级
2019/3/22, 星期五 ,21℃,13℃,多云,东风 3级
2019/3/23, 星期六 ,18℃,12℃,中雨,东北风 3级
2019/3/24, 星期日 ,17℃,12℃,晴,东北风 3级
2019/3/25, 星期一 ,20℃,13℃,晴,西南风 1级
2019/3/26, 星期二 ,22℃,14℃,晴,东风 3级
2019/3/27, 星期三 ,26℃,15℃,阴,南风 2级
2019/3/28, 星期四 ,28℃,20℃,晴,西南风 2级
2019/3/29, 星期五 ,24℃,16℃,多云,东风 3级
2019/3/30, 星期六 ,26℃,17℃,多云,东风 2级
2019/3/31, 星期日 ,21℃,14℃,多云,东北风 3级
2019/4/1, 星期一 ,20℃,14℃,晴,东北风 3级
2019/4/2, 星期二 ,24℃,14℃,多云,东风 2级
2019/4/3, 星期三 ,22℃,16℃,多云,东北风 3级
2019/4/4, 星期四 ,23℃,16℃,多云,东风 3级
2019/4/5, 星期五 ,27℃,17℃,多云,东南风 2级
2019/4/6, 星期六 ,25℃,18℃,多云,东南风 2级
2019/4/7, 星期日 ,28℃,20℃,晴,南风 2级
2019/4/8, 星期一 ,29℃,20℃,阴,南风 2级
2019/4/9, 星期二 ,30℃,21℃,多云,南风 3级
2019/4/10, 星期三 ,31℃,18℃,多云,东南风 2级
2019/4/11, 星期四 ,21℃,17℃,多云,东风 2级
2019/4/12, 星期五 ,22℃,17℃,阴,东风 3级
2019/4/13, 星期六 ,23℃,16℃,阴,东风 2级
2019/4/14, 星期日 ,25℃,18℃,多云,东风 2级
2019/4/15, 星期一 ,23℃,15℃,小雨,东北风 3级
2019/4/16, 星期二 ,22℃,16℃,晴,东风 1级
2019/4/17, 星期三 ,27℃,17℃,晴,东南风 2级
2019/4/18, 星期四 ,26℃,17℃,大雨,东南风 2级
2019/4/19, 星期五 ,21℃,20℃,多云转雨,东南风 1级
2019/4/20, 星期六 ,25℃,21℃,阴转雨,东南风 1级
2019/4/21, 星期日 ,26℃,21℃,多云转雨,南风 2级
2019/4/22, 星期一 ,30℃,23℃,多云转雨,南风 2级
2019/4/23, 星期二 ,33℃,24℃,多云,南风 2级
2019/4/24, 星期三 ,32℃,23℃,晴,南风 2级
2019/4/25, 星期四 ,32℃,23℃,晴,西南风 2级
2019/4/26, 星期五 ,29℃,22℃,多云转雨,东风 2级
2019/4/27, 星期六 ,25℃,20℃,多云,东风 3级
2019/4/28, 星期日 ,26℃,19℃,晴转多云,东风 2级
2019/4/29, 星期一 ,29℃,22℃,多云,南风 2级
2019/4/30, 星期二 ,30℃,23℃,阴转雨,西南风 2级
2019/5/1, 星期三 ,25℃,20℃,多云,东北风 2级
2019/5/2, 星期四 ,25℃,19℃,阴,东北风 3级
2019/5/3, 星期五 ,26℃,17℃,多云转晴,东北风 4级
2019/5/4, 星期六 ,27℃,17℃,多云,东北风 3级
2019/5/5, 星期日 ,25℃,19℃,小雨到中雨,东北风 2级
2019/5/6, 星期一 ,22℃,18℃,阴转雨,东北风 3级
2019/5/7, 星期二 ,23℃,18℃,多云,东北风 3级
2019/5/8, 星期三 ,22℃,17℃,小雨转雨,北风 1级
2019/5/9, 星期四 ,23℃,18℃,多云,东北风 2级
2019/5/10, 星期五 ,28℃,19℃,多云转晴,东风 2级
2019/5/11, 星期六 ,29℃,21℃,多云转晴,东风 2级
2019/5/12, 星期日 ,30℃,20℃,晴转多云,东风 2级
2019/5/13, 星期一 ,30℃,22℃,晴,南风 2级
2019/5/14, 星期二 ,32℃,22℃,多云,南风 2级
2019/5/15, 星期三 ,29℃,24℃,多云转雨,东南风 2级
2019/5/16, 星期四 ,30℃,23℃,多云转雨,南风 2级
2019/5/17, 星期五 ,31℃,25℃,阴转雨,西南风 2级
2019/5/18, 星期六 ,32℃,25℃,阴转雨,南风 2级
2019/5/19, 星期日 ,32℃,25℃,阴转雨,南风 2级
2019/5/20, 星期一 ,30℃,19℃,多云转雨,东北风 3级
2019/5/21, 星期二 ,27℃,21℃,多云转晴,东北风 2级
2019/5/22, 星期三 ,27℃,21℃,多云转雨,东南风 2级
2019/5/23, 星期四 ,27℃,21℃,多云转晴,东风 2级
2019/5/24, 星期五 ,28℃,21℃,阴转多云,东风 2级
2019/5/25, 星期六 ,28℃,23℃,多云转阴,南风 1级
2019/5/26, 星期日 ,26℃,24℃,多云转雨,南风 2级
2019/5/27, 星期一 ,28℃,25℃,阴转雨,西南风 2级
2019/5/28, 星期二 ,27℃,18℃,阴转雨,东北风 3级
2019/5/29, 星期三 ,24℃,19℃,多云,东北风 3级
2019/5/30, 星期四 ,28℃,21℃,多云转晴,东风 2级
2019/5/31, 星期五 ,29℃,22℃,多云,南风 2级
2019/6/1, 星期六 ,27℃,24℃,阴转雨,东南风 3级
2019/6/2, 星期日 ,30℃,25℃,多云转雨,西南风 2级
2019/6/3, 星期一 ,29℃,25℃,多云转雨,西南风 2级
2019/6/4, 星期二 ,31℃,26℃,多云转雨,南风 2级
2019/6/5, 星期三 ,32℃,27℃,多云转阴,南风 2级
2019/6/6, 星期四 ,32℃,27℃,多云转阴,南风 2级
2019/6/7, 星期五 ,33℃,27℃,阴,西南风 2级
2019/6/8, 星期六 ,33℃,27℃,多云转雨,南风 2级
2019/6/9, 星期日 ,33℃,25℃,多云转雨,西南风 2级
2019/6/10, 星期一 ,29℃,25℃,多云转雨,西南风 2级
2019/6/11, 星期二 ,28℃,24℃,多云转雨,东北风 2级
2019/6/12, 星期三 ,27℃,21℃,小雨到中雨,东北风 2级
2019/6/13, 星期四 ,26℃,22℃,多云转雨,东北风 1级
2019/6/14, 星期五 ,30℃,21℃,阴,东风 2级
2019/6/15, 星期六 ,30℃,23℃,多云,东风 2级
2019/6/16, 星期日 ,30℃,21℃,晴转多云,东风 2级
2019/6/17, 星期一 ,31℃,23℃,多云转雨,东风 2级
2019/6/18, 星期二 ,31℃,25℃,阴,南风 2级
2019/6/19, 星期三 ,32℃,26℃,多云转阴,西南风 2级
2019/6/20, 星期四 ,35℃,27℃,多云转阴,西南风 2级
2019/6/21, 星期五 ,34℃,27℃,阴,西南风 2级
2019/6/22, 星期六 ,33℃,27℃,阴转雨,西南风 3级
2019/6/23, 星期日 ,32℃,23℃,多云转雨,东风 2级
2019/6/24, 星期一 ,27℃,23℃,中雨到大雨,东北风 2级
2019/6/25, 星期二 ,27℃,24℃,多云,东北风 1级
2019/6/26, 星期三 ,30℃,24℃,中雨到大雨,南风 2级
2019/6/27, 星期四 ,32℃,25℃,多云转雨,南风 2级
2019/6/28, 星期五 ,32℃,27℃,多云,南风 2级
2019/6/29, 星期六 ,33℃,27℃,多云转阴,南风 2级
2019/6/30, 星期日 ,35℃,27℃,多云,南风 2级
2019/7/1, 星期一 ,33℃,27℃,多云转雨,南风 2级
2019/7/2, 星期二 ,32℃,27℃,多云转雨,东风 2级
2019/7/3, 星期三 ,30℃,27℃,大雨到暴雨,南风 2级
2019/7/4, 星期四 ,31℃,27℃,阴,西南风 2级
2019/7/5, 星期五 ,33℃,27℃,多云转阴,西南风 2级
2019/7/6, 星期六 ,34℃,27℃,多云转雨,西南风 2级
2019/7/7, 星期日 ,32℃,27℃,多云转雨,西南风 2级
2019/7/8, 星期一 ,33℃,27℃,阴,西南风 2级
2019/7/9, 星期二 ,33℃,27℃,多云转雨,西南风 3级
2019/7/10, 星期三 ,32℃,27℃,多云转雨,西南风 2级
2019/7/11, 星期四 ,30℃,26℃,阴转雨,西南风 2级
2019/7/12, 星期五 ,32℃,27℃,多云,西南风 2级
2019/7/13, 星期六 ,34℃,27℃,多云转阴,西南风 2级
2019/7/14, 星期日 ,35℃,27℃,多云转雨,南风 2级
2019/7/15, 星期一 ,34℃,27℃,多云转雨,南风 2级
2019/7/16, 星期二 ,35℃,27℃,阴转雨,东风 2级
2019/7/17, 星期三 ,36℃,26℃,多云,东北风 3级
2019/7/18, 星期四 ,35℃,28℃,多云,东北风 2级
2019/7/19, 星期五 ,36℃,27℃,晴转雨,西南风 2级
2019/7/20, 星期六 ,32℃,27℃,多云转雨,西南风 2级
2019/7/21, 星期日 ,32℃,26℃,多云转雨,南风 2级
2019/7/22, 星期一 ,31℃,24℃,多云转雨,南风 3级
2019/7/23, 星期二 ,32℃,26℃,多云,南风 2级
2019/7/24, 星期三 ,32℃,26℃,多云转雨,南风 2级
2019/7/25, 星期四 ,34℃,26℃,多云,南风 2级
2019/7/26, 星期五 ,35℃,27℃,阴,西南风 1级
2019/7/27, 星期六 ,33℃,26℃,多云转雨,南风 1级
2019/7/28, 星期日 ,32℃,28℃,多云,东南风 2级
2019/7/29, 星期一 ,34℃,26℃,晴,南风 1级
2019/7/30, 星期二 ,36℃,27℃,多云转晴,南风 2级
2019/7/31, 星期三 ,35℃,26℃,阴转雨,东风 2级
2019/8/1, 星期四 ,32℃,27℃,多云转雨,东南风 2级
